PERCENT_PROFICIENT,NUMBER_TOOK_EXAM,ATTENDANCE_RATE,PERCENT_FREE_LUNCH,PERCENT_REDUCED_LUNCH,NUMBER_OF_TEACHERS,NUMBER_OF_COUNSELORS,NUMBER_OF_SOCIAL_WORKERS,PERCENT_OF_STUDENTS_SUSPENDED,NUMBER_TOTAL_STUDENTS_IN_SCHOOL,FEDERAL_FUNDING_PER_PUPIL,LOCAL_FUNDING_PER_PUPIL,PERCENT_MALE,PERCENT_FEMALE,PERCENT_ENGLISH_LANGUAGE_LEANERS,PERCENT_AMERICAN_INDIAN,PERCENT_BLACK,PERCENT_ASIAN,PERCENT_HISPANIC,PERCENT_WHITE,PERCENT_MULTIRACIAL,PERCENT_WITH_DISABILITIES,PERCENT_ECONOMICALLY_DISADVANTAGED,PERCENT_MIGRANT,PERCENT_HOMELESS,PERCENT_IN_FOSTER_CARE,PERCENT_PARENT_ARMED_FORCES,MATHEMATICS_AVERAGE_CLASS_SIZE,ASSESSMENT_NAME,SCHOOL_NAME,DISTRICT_NAME,COUNTY_NAME,DISTRICT_TYPE,REGION
48,98,88,43,3,35,2,1,10,325,2917,23619,47,53,0,0,2,1,2,91,5,14,49,0,2,0,0,20.25,Combined6Math,RICHARD T STANK MIDDLE SCHOOL,SUSQUEHANNA VALLEY CSD,BROOME,Average Need,Southern Tier
57,88,88,43,3,35,2,1,10,325,2917,23619,47,53,0,0,2,1,2,91,5,14,49,0,2,0,0,20.25,Combined8Math,RICHARD T STANK MIDDLE SCHOOL,SUSQUEHANNA VALLEY CSD,BROOME,Average Need,Southern Tier
100,21,88,43,3,35,2,1,10,325,2917,23619,47,53,0,0,2,1,2,91,5,14,49,0,2,0,0,20.25,RegentsMath8,RICHARD T STANK MIDDLE SCHOOL,SUSQUEHANNA VALLEY CSD,BROOME,Average Need,Southern Tier
64,94,88,43,3,35,2,1,10,325,2917,23619,47,53,0,0,2,1,2,91,5,14,49,0,2,0,0,20.25,Combined7Math,RICHARD T STANK MIDDLE SCHOOL,SUSQUEHANNA VALLEY CSD,BROOME,Average Need,Southern Tier
100,22,93,37,4,34,1,2,2,380,1215,22254,52,48,1,1,2,2,4,86,5,19,44,0,2,0,0,21.25,RegentsMath8,CHENANGO VALLEY MIDDLE SCHOOL,CHENANGO VALLEY CSD,BROOME,High-Need Rural,Southern Tier
38,120,93,37,4,34,1,2,2,380,1215,22254,52,48,1,1,2,2,4,86,5,19,44,0,2,0,0,21.25,Combined6Math,CHENANGO VALLEY MIDDLE SCHOOL,CHENANGO VALLEY CSD,BROOME,High-Need Rural,Southern Tier
39,119,93,37,4,34,1,2,2,380,1215,22254,52,48,1,1,2,2,4,86,5,19,44,0,2,0,0,21.25,Combined8Math,CHENANGO VALLEY MIDDLE SCHOOL,CHENANGO VALLEY CSD,BROOME,High-Need Rural,Southern Tier
51,120,93,37,4,34,1,2,2,380,1215,22254,52,48,1,1,2,2,4,86,5,19,44,0,2,0,0,21.25,Combined7Math,CHENANGO VALLEY MIDDLE SCHOOL,CHENANGO VALLEY CSD,BROOME,High-Need Rural,Southern Tier
100,38,93,36,3,48,2,1,3,556,1600,20758,49,51,1,0,3,2,5,85,4,19,42,0,2,0,1,19,RegentsMath8,MAINE-ENDWELL MIDDLE SCHOOL,MAINE-ENDWELL CSD,BROOME,Average Need,Southern Tier
55,169,93,36,3,48,2,1,3,556,1600,20758,49,51,1,0,3,2,5,85,4,19,42,0,2,0,1,19,Combined6Math,MAINE-ENDWELL MIDDLE SCHOOL,MAINE-ENDWELL CSD,BROOME,Average Need,Southern Tier
68,136,93,36,3,48,2,1,3,556,1600,20758,49,51,1,0,3,2,5,85,4,19,42,0,2,0,1,19,Combined8Math,MAINE-ENDWELL MIDDLE SCHOOL,MAINE-ENDWELL CSD,BROOME,Average Need,Southern Tier
42,26,92,48,0,33,1,1,12,246,3193,33727,51,49,0,0,3,0,3,92,1,17,52,0,2,0,0,11,Combined7Math,DEPOSIT MIDDLE-SENIOR HIGH SCHOOL,DEPOSIT CSD,BROOME,High-Need Rural,Southern Tier
51,39,92,48,0,33,1,1,12,246,3193,33727,51,49,0,0,3,0,3,92,1,17,52,0,2,0,0,11,Combined6Math,DEPOSIT MIDDLE-SENIOR HIGH SCHOOL,DEPOSIT CSD,BROOME,High-Need Rural,Southern Tier
100,9,92,51,3,59,1,1,5,528,3416,25816,52,48,0,0,0,0,2,95,2,18,56,0,2,0,0,13.166666666666666,RegentsMath8,TIOUGHNIOGA RIVERSIDE ACADEMY,WHITNEY POINT CSD,BROOME,High-Need Rural,Southern Tier
35,88,92,51,3,59,1,1,5,528,3416,25816,52,48,0,0,0,0,2,95,2,18,56,0,2,0,0,13.166666666666666,Combined6Math,TIOUGHNIOGA RIVERSIDE ACADEMY,WHITNEY POINT CSD,BROOME,High-Need Rural,Southern Tier
60,88,92,51,3,59,1,1,5,528,3416,25816,52,48,0,0,0,0,2,95,2,18,56,0,2,0,0,13.166666666666666,Combined7Math,TIOUGHNIOGA RIVERSIDE ACADEMY,WHITNEY POINT CSD,BROOME,High-Need Rural,Southern Tier
35,83,92,51,3,59,1,1,5,528,3416,25816,52,48,0,0,0,0,2,95,2,18,56,0,2,0,0,13.166666666666666,Combined8Math,TIOUGHNIOGA RIVERSIDE ACADEMY,WHITNEY POINT CSD,BROOME,High-Need Rural,Southern Tier
0,8,82,72,0,18,1,0,15,74,5600,30552,49,51,0,0,7,0,4,82,7,18,74,0,7,0,0,14,Combined8Math,LINNAEUS W WEST SCHOOL,UNION-ENDICOTT CSD,BROOME,Average Need,Southern Tier
0,8,82,72,0,18,1,0,15,74,5600,30552,49,51,0,0,7,0,4,82,7,18,74,0,7,0,0,14,RegentsMath8,LINNAEUS W WEST SCHOOL,UNION-ENDICOTT CSD,BROOME,Average Need,Southern Tier
100,37,90,57,0,84,4,3,9,790,3144,22067,53,47,3,1,11,4,11,60,13,15,61,0,4,1,0,14.25,RegentsMath8,JENNIE F SNAPP MIDDLE SCHOOL,UNION-ENDICOTT CSD,BROOME,Average Need,Southern Tier
56,214,90,57,0,84,4,3,9,790,3144,22067,53,47,3,1,11,4,11,60,13,15,61,0,4,1,0,14.25,Combined7Math,JENNIE F SNAPP MIDDLE SCHOOL,UNION-ENDICOTT CSD,BROOME,Average Need,Southern Tier
39,228,90,57,0,84,4,3,9,790,3144,22067,53,47,3,1,11,4,11,60,13,15,61,0,4,1,0,14.25,Combined6Math,JENNIE F SNAPP MIDDLE SCHOOL,UNION-ENDICOTT CSD,BROOME,Average Need,Southern Tier
43,198,90,57,0,84,4,3,9,790,3144,22067,53,47,3,1,11,4,11,60,13,15,61,0,4,1,0,14.25,Combined8Math,JENNIE F SNAPP MIDDLE SCHOOL,UNION-ENDICOTT CSD,BROOME,Average Need,Southern Tier
35,127,90,62,0,41,1,2,18,521,2751,25993,52,48,7,0,14,11,13,51,11,20,72,0,3,0,0,23,Combined7Math,JOHNSON CITY MIDDLE SCHOOL,JOHNSON CITY CSD,BROOME,High-Need Urban/Suburban,Southern Tier
25,163,90,62,0,41,1,2,18,521,2751,25993,52,48,7,0,14,11,13,51,11,20,72,0,3,0,0,23,Combined6Math,JOHNSON CITY MIDDLE SCHOOL,JOHNSON CITY CSD,BROOME,High-Need Urban/Suburban,Southern Tier
97,33,90,62,0,41,1,2,18,521,2751,25993,52,48,7,0,14,11,13,51,11,20,72,0,3,0,0,23,RegentsMath8,JOHNSON CITY MIDDLE SCHOOL,JOHNSON CITY CSD,BROOME,High-Need Urban/Suburban,Southern Tier
38,140,90,62,0,41,1,2,18,521,2751,25993,52,48,7,0,14,11,13,51,11,20,72,0,3,0,0,23,Combined8Math,JOHNSON CITY MIDDLE SCHOOL,JOHNSON CITY CSD,BROOME,High-Need Urban/Suburban,Southern Tier
100,81,94,29,2,73,2,1,3,805,1034,20946,53,47,2,0,4,16,4,70,5,14,33,0,1,0,0,17,RegentsMath8,VESTAL MIDDLE SCHOOL,VESTAL CSD,BROOME,Average Need,Southern Tier
75,251,94,29,2,73,2,1,3,805,1034,20946,53,47,2,0,4,16,4,70,5,14,33,0,1,0,0,17,Combined7Math,VESTAL MIDDLE SCHOOL,VESTAL CSD,BROOME,Average Need,Southern Tier
71,265,94,29,2,73,2,1,3,805,1034,20946,53,47,2,0,4,16,4,70,5,14,33,0,1,0,0,17,Combined6Math,VESTAL MIDDLE SCHOOL,VESTAL CSD,BROOME,Average Need,Southern Tier
67,238,94,29,2,73,2,1,3,805,1034,20946,53,47,2,0,4,16,4,70,5,14,33,0,1,0,0,17,Combined8Math,VESTAL MIDDLE SCHOOL,VESTAL CSD,BROOME,Average Need,Southern Tier
100,37,94,48,4,54,3,1,2,535,2684,25376,53,47,0,0,1,1,4,91,4,15,55,0,1,1,0,16.428571428571427,RegentsMath8,A F PALMER ES / WINDSOR CENTRAL MS,WINDSOR CSD,BROOME,Average Need,Southern Tier
63,105,94,48,4,54,3,1,2,535,2684,25376,53,47,0,0,1,1,4,91,4,15,55,0,1,1,0,16.428571428571427,Combined6Math,A F PALMER ES / WINDSOR CENTRAL MS,WINDSOR CSD,BROOME,Average Need,Southern Tier
76,113,94,48,4,54,3,1,2,535,2684,25376,53,47,0,0,1,1,4,91,4,15,55,0,1,1,0,16.428571428571427,Combined7Math,A F PALMER ES / WINDSOR CENTRAL MS,WINDSOR CSD,BROOME,Average Need,Southern Tier
60,87,94,48,4,54,3,1,2,535,2684,25376,53,47,0,0,1,1,4,91,4,15,55,0,1,1,0,16.428571428571427,Combined8Math,A F PALMER ES / WINDSOR CENTRAL MS,WINDSOR CSD,BROOME,Average Need,Southern Tier
11,18,94,40,0,29,1,1,7,204,6533,36384,52,48,0,0,0,0,2,93,5,23,40,0,0,0,0,12.777777777777779,Combined6Math,WEST VALLEY CENTRAL SCHOOL,WEST VALLEY CSD,CATTARAUGUS,Average Need,Western New York
36,11,94,40,0,29,1,1,7,204,6533,36384,52,48,0,0,0,0,2,93,5,23,40,0,0,0,0,12.777777777777779,Combined8Math,WEST VALLEY CENTRAL SCHOOL,WEST VALLEY CSD,CATTARAUGUS,Average Need,Western New York
53,17,94,40,0,29,1,1,7,204,6533,36384,52,48,0,0,0,0,2,93,5,23,40,0,0,0,0,12.777777777777779,Combined7Math,WEST VALLEY CENTRAL SCHOOL,WEST VALLEY CSD,CATTARAUGUS,Average Need,Western New York
57,63,91,40,1,61,4,0,6,553,4187,24909,49,51,0,0,1,2,1,92,4,11,43,0,0,0,0,14.666666666666666,Combined6Math,ALLEGANY-LIMESTONE MIDDLE-HIGH,ALLEGANY-LIMESTONE CSD,CATTARAUGUS,Average Need,Western New York
60,70,91,40,1,61,4,0,6,553,4187,24909,49,51,0,0,1,2,1,92,4,11,43,0,0,0,0,14.666666666666666,Combined7Math,ALLEGANY-LIMESTONE MIDDLE-HIGH,ALLEGANY-LIMESTONE CSD,CATTARAUGUS,Average Need,Western New York
56,77,91,40,1,61,4,0,6,553,4187,24909,49,51,0,0,1,2,1,92,4,11,43,0,0,0,0,14.666666666666666,Combined8Math,ALLEGANY-LIMESTONE MIDDLE-HIGH,ALLEGANY-LIMESTONE CSD,CATTARAUGUS,Average Need,Western New York
100,15,91,40,1,61,4,0,6,553,4187,24909,49,51,0,0,1,2,1,92,4,11,43,0,0,0,0,14.666666666666666,RegentsMath8,ALLEGANY-LIMESTONE MIDDLE-HIGH,ALLEGANY-LIMESTONE CSD,CATTARAUGUS,Average Need,Western New York
100,10,94,25,2,31,2,0,6,306,982,24244,51,49,0,1,1,1,1,92,5,15,30,0,0,0,0,15,RegentsMath8,ELLICOTTVILLE MIDDLE/HIGH SCHOOL,ELLICOTTVILLE CSD,CATTARAUGUS,Average Need,Western New York
86,37,94,25,2,31,2,0,6,306,982,24244,51,49,0,1,1,1,1,92,5,15,30,0,0,0,0,15,Combined7Math,ELLICOTTVILLE MIDDLE/HIGH SCHOOL,ELLICOTTVILLE CSD,CATTARAUGUS,Average Need,Western New York
75,44,94,25,2,31,2,0,6,306,982,24244,51,49,0,1,1,1,1,92,5,15,30,0,0,0,0,15,Combined6Math,ELLICOTTVILLE MIDDLE/HIGH SCHOOL,ELLICOTTVILLE CSD,CATTARAUGUS,Average Need,Western New York
67,30,94,25,2,31,2,0,6,306,982,24244,51,49,0,1,1,1,1,92,5,15,30,0,0,0,0,15,Combined8Math,ELLICOTTVILLE MIDDLE/HIGH SCHOOL,ELLICOTTVILLE CSD,CATTARAUGUS,Average Need,Western New York
100,9,94,42,1,35,1,1,3,306,639,29488,47,53,0,1,0,1,3,93,1,11,48,0,1,0,0,13.166666666666666,RegentsMath8,FRANKLINVILLE JUNIOR-SENIOR HS,FRANKLINVILLE CSD,CATTARAUGUS,High-Need Rural,Western New York
68,38,94,42,1,35,1,1,3,306,639,29488,47,53,0,1,0,1,3,93,1,11,48,0,1,0,0,13.166666666666666,Combined6Math,FRANKLINVILLE JUNIOR-SENIOR HS,FRANKLINVILLE CSD,CATTARAUGUS,High-Need Rural,Western New York
78,36,94,42,1,35,1,1,3,306,639,29488,47,53,0,1,0,1,3,93,1,11,48,0,1,0,0,13.166666666666666,Combined7Math,FRANKLINVILLE JUNIOR-SENIOR HS,FRANKLINVILLE CSD,CATTARAUGUS,High-Need Rural,Western New York
61,54,94,42,1,35,1,1,3,306,639,29488,47,53,0,1,0,1,3,93,1,11,48,0,1,0,0,13.166666666666666,Combined8Math,FRANKLINVILLE JUNIOR-SENIOR HS,FRANKLINVILLE CSD,CATTARAUGUS,High-Need Rural,Western New York
36,22,94,46,0,44,3,1,5,369,2638,29531,51,49,0,1,0,0,2,90,7,16,46,1,1,0,0,12.444444444444445,Combined6Math,HINSDALE CENTRAL SCHOOL,HINSDALE CSD,CATTARAUGUS,High-Need Rural,Western New York
45,31,94,46,0,44,3,1,5,369,2638,29531,51,49,0,1,0,0,2,90,7,16,46,1,1,0,0,12.444444444444445,Combined8Math,HINSDALE CENTRAL SCHOOL,HINSDALE CSD,CATTARAUGUS,High-Need Rural,Western New York
54,28,94,46,0,44,3,1,5,369,2638,29531,51,49,0,1,0,0,2,90,7,16,46,1,1,0,0,12.444444444444445,Combined7Math,HINSDALE CENTRAL SCHOOL,HINSDALE CSD,CATTARAUGUS,High-Need Rural,Western New York
100,5,93,50,1,36,0,0,6,238,2876,24716,48,52,0,0,0,1,4,90,4,18,55,0,2,0,0,10.8,RegentsMath8,CATTARAUGUS-LITTLE VALLEY MS,CATTARAUGUS-LITTLE VALLEY CSD,CATTARAUGUS,Average Need,Western New York
38,39,93,50,1,36,0,0,6,238,2876,24716,48,52,0,0,0,1,4,90,4,18,55,0,2,0,0,10.8,Combined6Math,CATTARAUGUS-LITTLE VALLEY MS,CATTARAUGUS-LITTLE VALLEY CSD,CATTARAUGUS,Average Need,Western New York
51,41,93,50,1,36,0,0,6,238,2876,24716,48,52,0,0,0,1,4,90,4,18,55,0,2,0,0,10.8,Combined7Math,CATTARAUGUS-LITTLE VALLEY MS,CATTARAUGUS-LITTLE VALLEY CSD,CATTARAUGUS,Average Need,Western New York
53,43,93,50,1,36,0,0,6,238,2876,24716,48,52,0,0,0,1,4,90,4,18,55,0,2,0,0,10.8,Combined8Math,CATTARAUGUS-LITTLE VALLEY MS,CATTARAUGUS-LITTLE VALLEY CSD,CATTARAUGUS,Average Need,Western New York
100,25,89,48,0,66,5,0,11,658,3064,22564,51,49,0,0,5,3,4,78,10,19,55,0,2,1,0,14.6,RegentsMath8,OLEAN SENIOR HIGH SCHOOL,OLEAN CITY SD,CATTARAUGUS,High-Need Urban/Suburban,Western New York
53,107,89,48,0,66,5,0,11,658,3064,22564,51,49,0,0,5,3,4,78,10,19,55,0,2,1,0,14.6,Combined8Math,OLEAN SENIOR HIGH SCHOOL,OLEAN CITY SD,CATTARAUGUS,High-Need Urban/Suburban,Western New York
41,108,91,59,0,64,3,0,5,540,3707,22473,52,48,0,1,4,3,4,77,12,21,65,0,1,1,0,12.5,Combined7Math,OLEAN INTERMEDIATE-MIDDLE SCHOOL,OLEAN CITY SD,CATTARAUGUS,High-Need Urban/Suburban,Western New York
40,105,91,59,0,64,3,0,5,540,3707,22473,52,48,0,1,4,3,4,77,12,21,65,0,1,1,0,12.5,Combined6Math,OLEAN INTERMEDIATE-MIDDLE SCHOOL,OLEAN CITY SD,CATTARAUGUS,High-Need Urban/Suburban,Western New York
48,75,90,55,2,38,2,1,7,329,2559,27178,46,54,0,22,0,0,4,64,10,24,58,0,1,0,0,11.8,Combined8Math,GOWANDA MIDDLE SCHOOL,GOWANDA CSD,CATTARAUGUS,High-Need Rural,Western New York
100,12,90,55,2,38,2,1,7,329,2559,27178,46,54,0,22,0,0,4,64,10,24,58,0,1,0,0,11.8,RegentsMath8,GOWANDA MIDDLE SCHOOL,GOWANDA CSD,CATTARAUGUS,High-Need Rural,Western New York
34,50,90,55,2,38,2,1,7,329,2559,27178,46,54,0,22,0,0,4,64,10,24,58,0,1,0,0,11.8,Combined6Math,GOWANDA MIDDLE SCHOOL,GOWANDA CSD,CATTARAUGUS,High-Need Rural,Western New York
45,87,90,55,2,38,2,1,7,329,2559,27178,46,54,0,22,0,0,4,64,10,24,58,0,1,0,0,11.8,Combined7Math,GOWANDA MIDDLE SCHOOL,GOWANDA CSD,CATTARAUGUS,High-Need Rural,Western New York
78,58,95,45,4,43,1,0,0,534,2328,18021,51,49,0,0,1,0,4,88,6,9,53,0,0,1,0,18.75,Combined6Math,PORTVILLE ELEMENTARY SCHOOL,PORTVILLE CSD,CATTARAUGUS,Average Need,Western New York
68,63,94,36,4,40,2,0,4,468,2325,20983,49,51,0,0,1,0,2,92,5,7,42,0,0,0,1,14.2,Combined8Math,PORTVILLE JUNIOR-SENIOR HIGH SCHOOL,PORTVILLE CSD,CATTARAUGUS,Average Need,Western New York
60,82,94,36,4,40,2,0,4,468,2325,20983,49,51,0,0,1,0,2,92,5,7,42,0,0,0,1,14.2,Combined7Math,PORTVILLE JUNIOR-SENIOR HIGH SCHOOL,PORTVILLE CSD,CATTARAUGUS,Average Need,Western New York
100,7,93,42,4,41,3,0,0,385,3630,24062,49,51,0,5,0,0,2,89,3,12,49,0,0,0,0,13.4,RegentsMath8,RANDOLPH SENIOR HIGH SCHOOL,RANDOLPH CSD,CATTARAUGUS,High-Need Rural,Western New York
81,57,93,42,4,41,3,0,0,385,3630,24062,49,51,0,5,0,0,2,89,3,12,49,0,0,0,0,13.4,Combined7Math,RANDOLPH SENIOR HIGH SCHOOL,RANDOLPH CSD,CATTARAUGUS,High-Need Rural,Western New York
74,42,93,42,4,41,3,0,0,385,3630,24062,49,51,0,5,0,0,2,89,3,12,49,0,0,0,0,13.4,Combined8Math,RANDOLPH SENIOR HIGH SCHOOL,RANDOLPH CSD,CATTARAUGUS,High-Need Rural,Western New York
45,66,94,42,4,45,3,0,0,428,3629,23925,54,46,0,4,1,0,3,89,3,16,50,0,0,0,0,15.25,Combined6Math,G N CHAPMAN ELEMENTARY SCHOOL,RANDOLPH CSD,CATTARAUGUS,High-Need Rural,Western New York
18,94,88,64,2,57,2,1,9,508,2141,39537,50,49,0,37,1,0,7,47,8,13,68,0,2,0,0,14.25,Combined8Math,SALAMANCA HIGH SCHOOL,SALAMANCA CITY SD,CATTARAUGUS,High-Need Rural,Western New York
21,81,90,71,6,56,1,2,10,384,2050,37255,47,53,0,29,0,1,7,45,18,17,78,0,2,0,0,12.2,Combined7Math,SENECA INTERMEDIATE SCHOOL,SALAMANCA CITY SD,CATTARAUGUS,High-Need Rural,Western New York
46,90,90,71,6,56,1,2,10,384,2050,37255,47,53,0,29,0,1,7,45,18,17,78,0,2,0,0,12.2,Combined6Math,SENECA INTERMEDIATE SCHOOL,SALAMANCA CITY SD,CATTARAUGUS,High-Need Rural,Western New York
68,114,93,51,3,79,2,0,5,649,994,21177,57,43,0,0,1,1,2,94,2,28,54,0,1,1,1,14.6,Combined7Math,PIONEER MIDDLE SCHOOL,YORKSHIRE-PIONEER CSD,CATTARAUGUS,High-Need Rural,Western New York
66,85,93,51,3,79,2,0,5,649,994,21177,57,43,0,0,1,1,2,94,2,28,54,0,1,1,1,14.6,Combined8Math,PIONEER MIDDLE SCHOOL,YORKSHIRE-PIONEER CSD,CATTARAUGUS,High-Need Rural,Western New York
100,12,93,51,3,79,2,0,5,649,994,21177,57,43,0,0,1,1,2,94,2,28,54,0,1,1,1,14.6,RegentsMath8,PIONEER MIDDLE SCHOOL,YORKSHIRE-PIONEER CSD,CATTARAUGUS,High-Need Rural,Western New York
62,114,93,51,3,79,2,0,5,649,994,21177,57,43,0,0,1,1,2,94,2,28,54,0,1,1,1,14.6,Combined6Math,PIONEER MIDDLE SCHOOL,YORKSHIRE-PIONEER CSD,CATTARAUGUS,High-Need Rural,Western New York
18,55,91,79,2,46,1,1,8,387,3083,22040,53,47,0,0,13,0,8,61,18,23,84,0,5,0,0,16.5,Combined6Math,CASEY PARK ELEMENTARY SCHOOL,AUBURN CITY SD,CAYUGA,High-Need Urban/Suburban,Central New York
26,39,90,84,1,40,1,1,6,358,3145,22123,49,51,0,0,19,1,9,55,16,23,88,0,14,1,0,17.25,Combined6Math,GENESEE STREET ELEMENTARY SCHOOL,AUBURN CITY SD,CAYUGA,High-Need Urban/Suburban,Central New York
33,57,93,50,0,45,1,1,8,416,2653,21958,50,50,0,0,4,1,10,72,12,22,55,0,3,0,0,12.25,Combined6Math,HERMAN AVENUE ELEMENTARY SCHOOL,AUBURN CITY SD,CAYUGA,High-Need Urban/Suburban,Central New York
53,47,93,46,0,43,1,1,3,352,2513,24530,51,49,0,0,3,1,6,78,13,19,49,0,4,1,0,15.5,Combined6Math,OWASCO ELEMENTARY SCHOOL,AUBURN CITY SD,CAYUGA,High-Need Urban/Suburban,Central New York
41,58,92,54,1,51,1,1,5,483,2831,22970,52,48,5,0,6,1,8,70,16,23,59,3,5,1,0,14.75,Combined6Math,WILLIAM H SEWARD ELEMENTARY SCHOOL,AUBURN CITY SD,CAYUGA,High-Need Urban/Suburban,Central New York
44,225,88,76,1,60,2,1,20,619,3101,19686,49,51,0,0,7,0,4,74,14,15,79,0,5,0,0,19.333333333333332,Combined8Math,AUBURN JUNIOR HIGH SCHOOL,AUBURN CITY SD,CAYUGA,High-Need Urban/Suburban,Central New York
100,50,88,76,1,60,2,1,20,619,3101,19686,49,51,0,0,7,0,4,74,14,15,79,0,5,0,0,19.333333333333332,RegentsMath8,AUBURN JUNIOR HIGH SCHOOL,AUBURN CITY SD,CAYUGA,High-Need Urban/Suburban,Central New York
39,271,88,76,1,60,2,1,20,619,3101,19686,49,51,0,0,7,0,4,74,14,15,79,0,5,0,0,19.333333333333332,Combined7Math,AUBURN JUNIOR HIGH SCHOOL,AUBURN CITY SD,CAYUGA,High-Need Urban/Suburban,Central New York
81,48,93,34,3,39,2,0,2,379,2050,24782,50,50,0,0,1,0,4,90,4,20,36,0,1,0,1,16.5,Combined7Math,WEEDSPORT JUNIOR-SENIOR HS,WEEDSPORT CSD,CAYUGA,Average Need,Central New York
59,54,93,34,3,39,2,0,2,379,2050,24782,50,50,0,0,1,0,4,90,4,20,36,0,1,0,1,16.5,Combined6Math,WEEDSPORT JUNIOR-SENIOR HS,WEEDSPORT CSD,CAYUGA,Average Need,Central New York
77,47,93,34,3,39,2,0,2,379,2050,24782,50,50,0,0,1,0,4,90,4,20,36,0,1,0,1,16.5,Combined8Math,WEEDSPORT JUNIOR-SENIOR HS,WEEDSPORT CSD,CAYUGA,Average Need,Central New York
100,12,93,34,3,39,2,0,2,379,2050,24782,50,50,0,0,1,0,4,90,4,20,36,0,1,0,1,16.5,RegentsMath8,WEEDSPORT JUNIOR-SENIOR HS,WEEDSPORT CSD,CAYUGA,Average Need,Central New York
50,72,93,43,4,42,0,0,2,489,1566,20528,51,49,0,0,0,0,2,93,5,20,50,0,0,0,0,19,Combined6Math,CATO-MERIDIAN ELEMENTARY SCHOOL,CATO-MERIDIAN CSD,CAYUGA,Average Need,Central New York
56,61,93,41,4,36,0,0,10,374,1661,22207,52,48,1,0,1,1,3,93,3,10,48,0,1,0,0,16.6,Combined7Math,CATO-MERIDIAN JUNIOR-SENIOR HS,CATO-MERIDIAN CSD,CAYUGA,Average Need,Central New York
56,59,93,41,4,36,0,0,10,374,1661,22207,52,48,1,0,1,1,3,93,3,10,48,0,1,0,0,16.6,Combined8Math,CATO-MERIDIAN JUNIOR-SENIOR HS,CATO-MERIDIAN CSD,CAYUGA,Average Need,Central New York
84,45,93,40,7,30,2,0,5,282,1258,29958,49,51,6,1,0,0,16,80,2,13,48,4,4,0,0,16.833333333333332,Combined7Math,SOUTHERN CAYUGA 7-12 SECONDARY ,SOUTHERN CAYUGA CSD,CAYUGA,Average Need,Central New York
61,56,93,40,7,30,2,0,5,282,1258,29958,49,51,6,1,0,0,16,80,2,13,48,4,4,0,0,16.833333333333332,Combined8Math,SOUTHERN CAYUGA 7-12 SECONDARY ,SOUTHERN CAYUGA CSD,CAYUGA,Average Need,Central New York
78,45,94,49,5,27,1,0,1,360,4091,19505,49,51,10,0,1,1,17,80,2,19,58,6,9,1,0,15.75,Combined6Math,SOUTHERN CAYUGA ELEMENTARY SCHOOL,SOUTHERN CAYUGA CSD,CAYUGA,Average Need,Central New York
25,51,93,44,0,35,2,0,3,437,2824,24362,48,52,0,0,0,0,2,93,5,17,44,0,1,1,0,17.5,Combined6Math,A A GATES ELEMENTARY SCHOOL,PORT BYRON CSD,CAYUGA,Average Need,Central New York
46,46,91,39,0,29,0,0,7,348,1679,27723,50,50,0,0,0,1,4,93,2,16,39,0,1,0,0,18.166666666666668,Combined7Math,PORT BYRON SENIOR HIGH SCHOOL,PORT BYRON CSD,CAYUGA,Average Need,Central New York
55,56,91,39,0,29,0,0,7,348,1679,27723,50,50,0,0,0,1,4,93,2,16,39,0,1,0,0,18.166666666666668,Combined8Math,PORT BYRON SENIOR HIGH SCHOOL,PORT BYRON CSD,CAYUGA,Average Need,Central New York
67,70,92,43,3,44,1,0,9,457,3200,27711,48,52,1,0,1,0,3,94,2,14,48,0,0,0,0,14.571428571428571,Combined8Math,MORAVIA JUNIOR-SENIOR HS,MORAVIA CSD,CAYUGA,Average Need,Central New York
100,19,92,43,3,44,1,0,9,457,3200,27711,48,52,1,0,1,0,3,94,2,14,48,0,0,0,0,14.571428571428571,RegentsMath8,MORAVIA JUNIOR-SENIOR HS,MORAVIA CSD,CAYUGA,Average Need,Central New York
65,57,92,43,3,44,1,0,9,457,3200,27711,48,52,1,0,1,0,3,94,2,14,48,0,0,0,0,14.571428571428571,Combined7Math,MORAVIA JUNIOR-SENIOR HS,MORAVIA CSD,CAYUGA,Average Need,Central New York
47,51,92,43,3,44,1,0,9,457,3200,27711,48,52,1,0,1,0,3,94,2,14,48,0,0,0,0,14.571428571428571,Combined6Math,MORAVIA JUNIOR-SENIOR HS,MORAVIA CSD,CAYUGA,Average Need,Central New York
35,54,93,40,1,26,1,0,12,171,326,31607,56,44,4,0,1,1,6,89,2,5,43,3,0,1,0,18.666666666666668,Combined6Math,UNION SPRINGS MIDDLE SCHOOL,UNION SPRINGS CSD,CAYUGA,Average Need,Central New York
56,50,93,40,1,26,1,0,12,171,326,31607,56,44,4,0,1,1,6,89,2,5,43,3,0,1,0,18.666666666666668,Combined8Math,UNION SPRINGS MIDDLE SCHOOL,UNION SPRINGS CSD,CAYUGA,Average Need,Central New York
58,60,93,40,1,26,1,0,12,171,326,31607,56,44,4,0,1,1,6,89,2,5,43,3,0,1,0,18.666666666666668,Combined7Math,UNION SPRINGS MIDDLE SCHOOL,UNION SPRINGS CSD,CAYUGA,Average Need,Central New York
